12,1
20.5,6
21,8
15.5,12
15.3,21
23.5,49
24.5,21
21.3,22
23.5,12
28,36
24,40
15.5,30
17.3,21
25.3,29
25,51
36.5,60
36.5,14
29.6,23
30.5,33
28,41
26,22
21.5,12
19.7,24
19,35
16,52
20.7,14
26.5,36
30.6,40
32.3,49
29.5,7
28.3,52
31.3,65
32.3,17
26.4,5
23.4,17
16.4,10
